step,global_coherence,fragmentation,variance,avg_trust,avg_echo_integrity,quarantined_nodes,alive,edges,avg_degree,edge_efficiency,state
103,0.8472327504121302,0.1527672495878698,0.0032398004125768773,0.9741,1.0,0,60,60,2.0,0.01412054584020217,ADAPTING
104,0.8342594693278472,0.16574053067215277,0.002768194195022615,0.9745083333333333,1.0,0,60,60,2.0,0.013904324488797453,ADAPTING
105,0.8186261851199915,0.18137381488000848,0.002295691005812406,0.9735750000000001,1.0,0,60,60,2.0,0.013643769751999858,ADAPTING
106,0.811206959685517,0.18879304031448296,0.0023947610646286263,0.9712708333333333,1.0,0,60,60,2.0,0.013520115994758617,ADAPTING
107,0.8114916973164619,0.18850830268353813,0.0029920312990899525,0.9694333333333333,1.0,0,60,60,2.0,0.01352486162194103,ADAPTING
108,0.822419403379547,0.177580596620453,0.0033298394162180867,0.9671583333333335,1.0,0,60,60,2.0,0.013706990056325783,ADAPTING
109,0.8357217640471039,0.16427823595289615,0.003383098173351764,0.9661958333333334,1.0,0,60,60,2.0,0.01392869606745173,ADAPTING
110,0.8448809390345429,0.15511906096545713,0.002384936318966487,0.9668958333333333,1.0,0,60,60,2.0,0.014081348983909048,ADAPTING
111,0.8456214649565893,0.1543785350434107,0.0020405495734411782,0.9694625,1.0,0,60,60,2.0,0.014093691082609822,ADAPTING
112,0.8403849720352685,0.15961502796473148,0.0028264092032754626,0.9720875,1.0,0,60,60,2.0,0.01400641620058781,ADAPTING
113,0.8277079693903484,0.1722920306096516,0.002849318125502028,0.9740125000000001,1.0,0,60,60,2.0,0.013795132823172473,ADAPTING
114,0.817293892933428,0.18270610706657198,0.0025531296661940035,0.9746833333333333,1.0,0,60,60,2.0,0.0136215648822238,ADAPTING
115,0.8136763587766672,0.18632364122333278,0.002657460519606165,0.9730791666666667,1.0,0,60,60,2.0,0.013561272646277787,ADAPTING
116,0.8167502863820825,0.18324971361791753,0.0026504334973983215,0.9718541666666667,1.0,0,60,60,2.0,0.013612504773034708,ADAPTING
117,0.8228623563594544,0.17713764364054563,0.0022853446473078205,0.9702208333333334,1.0,0,60,60,2.0,0.013714372605990906,ADAPTING
118,0.8259621159673362,0.17403788403266385,0.002133418851126616,0.9705708333333334,1.0,0,60,60,2.0,0.01376603526612227,ADAPTING
119,0.8300988588476742,0.1699011411523258,0.0023900595306275713,0.9712999999999999,1.0,0,60,60,2.0,0.01383498098079457,ADAPTING
120,0.8714301776292365,0.12856982237076353,0.0021046842937279806,0.9738750000000002,1.0,0,42,60,2.857142857142857,0.014523836293820609,RECOVERING
121,0.9043330920040654,0.09566690799593458,0.0016714811097534598,0.9794166666666667,1.0,0,42,60,2.857142857142857,0.015072218200067758,RECOVERED
122,0.9051377141245389,0.09486228587546108,0.0018158210950589067,0.98575,1.0,0,42,60,2.857142857142857,0.015085628568742316,RESONANCE
123,0.8767201340824325,0.12327986591756745,0.0022229905778293653,0.9900416666666667,1.0,0,42,60,2.857142857142857,0.01461200223470721,ADAPTING
124,0.834815500619604,0.16518449938039603,0.003117504530897506,0.9910833333333334,1.0,0,42,60,2.857142857142857,0.0139135916769934,ADAPTING
125,0.7980605818569447,0.20193941814305527,0.004196763417143643,0.9889166666666667,1.0,0,42,60,2.857142857142857,0.013301009697615745,ADAPTING
126,0.7842154872568935,0.2157845127431065,0.006279222453440104,0.9839166666666667,1.0,0,42,60,2.857142857142857,0.013070258120948225,ADAPTING
127,0.7879894946298595,0.21201050537014055,0.006729140404001516,0.9797916666666667,1.0,0,42,60,2.857142857142857,0.01313315824383099,ADAPTING
128,0.8082184922025468,0.19178150779745318,0.005934039763094328,0.976125,1.0,0,42,60,2.857142857142857,0.01347030820337578,ADAPTING
129,0.826954230498901,0.17304576950109896,0.005345338982295704,0.9750833333333333,1.0,0,42,60,2.857142857142857,0.013782570508315018,ADAPTING
130,0.8433479701927243,0.15665202980727566,0.0046060114681940245,0.9753333333333333,1.0,0,42,60,2.857142857142857,0.014055799503212072,ADAPTING
131,0.8474092668778236,0.15259073312217641,0.003911621773371812,0.9761666666666667,1.0,0,42,60,2.857142857142857,0.01412348778129706,ADAPTING
132,0.8396471559294354,0.1603528440705646,0.004195251089633927,0.9763333333333334,1.0,0,42,60,2.857142857142857,0.01399411926549059,ADAPTING
133,0.8303492920572372,0.16965070794276282,0.004484164363891306,0.9768333333333333,1.0,0,42,60,2.857142857142857,0.013839154867620619,ADAPTING
134,0.8188529386679296,0.18114706133207037,0.005255480142629929,0.9772083333333335,1.0,0,42,60,2.857142857142857,0.013647548977798827,ADAPTING
135,0.8094874740367085,0.1905125259632915,0.0061210318756367245,0.9754583333333334,1.0,0,42,60,2.857142857142857,0.01349145790061181,ADAPTING
136,0.8028010917854099,0.19719890821459007,0.0055424563174637466,0.974375,1.0,0,42,60,2.857142857142857,0.0133800181964235,ADAPTING
137,0.8009831513718424,0.1990168486281576,0.005177268772909664,0.9704166666666667,1.0,0,42,60,2.857142857142857,0.013349719189530707,ADAPTING
